example_id                                                                       | status | run_time        |
./spec/lib/teitofo/builder/ref_builder_spec.rb[1:2:3:1]                          | passed | 0.00016 seconds |
./spec/lib/teitofo/builder/ref_builder_spec.rb[1:2:4:1]                          | passed | 0.00016 seconds |
./spec/lib/teitofo/builder/ref_builder_spec.rb[1:2:5:1]                          | passed | 0.00022 seconds |
./spec/lib/teitofo/builder/ref_builder_spec.rb[1:2:6:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/builder/ref_builder_spec.rb[1:2:7:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/builder/ref_builder_spec.rb[1:2:8:1]                          | passed | 0.00015 seconds |
./spec/lib/teitofo/builder/ref_builder_spec.rb[1:2:9:1]                          | passed | 0.00016 seconds |
./spec/lib/teitofo/builder/text_block_builder_spec.rb[1:1:1]                     | passed | 0.00022 seconds |
./spec/lib/teitofo/builder/text_block_builder_spec.rb[1:1:2:1]                   | passed | 0.00028 seconds |
./spec/lib/teitofo/builder/text_block_builder_spec.rb[1:1:2:2]                   | passed | 0.0002 seconds  |
./spec/lib/teitofo/formatter/xml_formatter/inline_text_spec.rb[1:1:1]            | passed | 0.00016 seconds |
./spec/lib/teitofo/formatter/xml_formatter/inline_text_spec.rb[1:2:1]            | passed | 0.00035 seconds |
./spec/lib/teitofo/formatter/xml_formatter/inline_text_spec.rb[1:2:2]            | passed | 0.00027 seconds |
./spec/lib/teitofo/formatter/xml_formatter/inline_text_spec.rb[1:2:3]            | passed | 0.00027 seconds |
./spec/lib/teitofo/formatter/xml_formatter/inline_text_spec.rb[1:2:4]            | passed | 0.00029 seconds |
./spec/lib/teitofo/formatter/xml_formatter/table_spec.rb[1:1:1]                  | passed | 0.00027 seconds |
./spec/lib/teitofo/formatter/xml_formatter/table_spec.rb[1:2:1:1]                | failed | 0.12397 seconds |
./spec/lib/teitofo/formatter/xml_formatter/table_spec.rb[1:2:1:2]                | failed | 0.00235 seconds |
./spec/lib/teitofo/formatter/xml_formatter/text_block_spec.rb[1:1:1]             | passed | 0.00015 seconds |
./spec/lib/teitofo/formatter/xml_formatter/text_block_spec.rb[1:2:1]             | passed | 0.00037 seconds |
./spec/lib/teitofo/formatter/xml_formatter/text_block_spec.rb[1:2:2]             | passed | 0.00045 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:1:1]                   | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:1:2]                   | passed | 0.00023 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:2:1:1]                 | passed | 0.00024 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:2:2:1]                 | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:2:2:2]                 | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:3:1:1]                 | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:3:2:1]                 | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:3:2:2]                 | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:4:1:1]                 | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:4:2:1]                 | passed | 0.00025 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:4:2:2]                 | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:5:1:1]                 | passed | 0.0004 seconds  |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:5:2:1]                 | passed | 0.00024 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:5:2:2]                 | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:6:1:1]                 | passed | 0.00021 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:6:1:2]                 | passed | 0.00029 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:6:2:1]                 | passed | 0.00029 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:6:3:1]                 | passed | 0.00028 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:7:1:1]                 | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:7:1:2]                 | passed | 0.00029 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:7:2:1]                 | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:7:3:1]                 | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:8:1:1]                 | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:8:2:1]                 | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/article_meta_handler_spec.rb[1:8:3:1]                 | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/handler_abstract_spec.rb[1:1:1:1]                     | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_abstract_spec.rb[1:1:2:1]                     | passed | 0.0023 seconds  |
./spec/lib/teitofo/handler/handler_abstract_spec.rb[1:1:2:2]                     | passed | 0.00033 seconds |
./spec/lib/teitofo/handler/handler_abstract_spec.rb[1:1:2:3]                     | passed | 0.00034 seconds |
./spec/lib/teitofo/handler/handler_abstract_spec.rb[1:1:2:4]                     | passed | 0.00028 seconds |
./spec/lib/teitofo/handler/handler_article_meta_spec.rb[1:1:1:1]                 | passed | 0.00023 seconds |
./spec/lib/teitofo/handler/handler_article_meta_spec.rb[1:1:2:1]                 | passed | 0.00035 seconds |
./spec/lib/teitofo/handler/handler_article_meta_spec.rb[1:1:2:2]                 | passed | 0.00028 seconds |
./spec/lib/teitofo/handler/handler_article_meta_spec.rb[1:1:2:3]                 | passed | 0.00029 seconds |
./spec/lib/teitofo/handler/handler_article_meta_spec.rb[1:1:2:4]                 | passed | 0.00029 seconds |
./spec/lib/teitofo/handler/handler_article_spec.rb[1:1:1:1]                      | passed | 0.00022 seconds |
./spec/lib/teitofo/handler/handler_article_spec.rb[1:1:2:1]                      | passed | 0.00021 seconds |
./spec/lib/teitofo/handler/handler_article_spec.rb[1:1:2:2]                      | passed | 0.00144 seconds |
./spec/lib/teitofo/handler/handler_article_spec.rb[1:1:2:3]                      | passed | 0.00037 seconds |
./spec/lib/teitofo/handler/handler_article_spec.rb[1:1:2:4]                      | passed | 0.0003 seconds  |
./spec/lib/teitofo/handler/handler_back_spec.rb[1:1:1:1]                         | passed | 0.00024 seconds |
./spec/lib/teitofo/handler/handler_back_spec.rb[1:1:2:1]                         | passed | 0.00035 seconds |
./spec/lib/teitofo/handler/handler_back_spec.rb[1:1:2:2]                         | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_back_spec.rb[1:1:2:3]                         | passed | 0.00034 seconds |
./spec/lib/teitofo/handler/handler_back_spec.rb[1:1:2:4]                         | passed | 0.00034 seconds |
./spec/lib/teitofo/handler/handler_body_spec.rb[1:1:1:1]                         | passed | 0.00024 seconds |
./spec/lib/teitofo/handler/handler_body_spec.rb[1:1:2:1]                         | passed | 0.00034 seconds |
./spec/lib/teitofo/handler/handler_body_spec.rb[1:1:2:2]                         | passed | 0.00028 seconds |
./spec/lib/teitofo/handler/handler_body_spec.rb[1:1:2:3]                         | passed | 0.00032 seconds |
./spec/lib/teitofo/handler/handler_body_spec.rb[1:1:2:4]                         | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_front_spec.rb[1:1:1:1]                        | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_front_spec.rb[1:1:2:1]                        | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_front_spec.rb[1:1:2:2]                        | passed | 0.00034 seconds |
./spec/lib/teitofo/handler/handler_front_spec.rb[1:1:2:3]                        | passed | 0.00032 seconds |
./spec/lib/teitofo/handler/handler_front_spec.rb[1:1:2:4]                        | passed | 0.00035 seconds |
./spec/lib/teitofo/handler/handler_journal_meta_spec.rb[1:1:1:1]                 | passed | 0.00023 seconds |
./spec/lib/teitofo/handler/handler_journal_meta_spec.rb[1:1:2:1]                 | passed | 0.00032 seconds |
